seqnames	start	end	width	strand	annot.seqnames	annot.start	annot.end	annot.width	annot.strand	annot.id	annot.tx_id	annot.gene_id	annot.symbol	annot.type
chr18	63300001	63325000	25000	*	chr18	63313802	63318812	5011	-	exon:1073018	ENST00000589955.2	NA	NA	hg38_genes_exons
chr18	63300001	63325000	25000	*	chr18	63128760	63318081	189322	-	intron:898574	ENST00000398117.1	596	BCL2	hg38_genes_introns
chr18	63300001	63325000	25000	*	chr18	63128760	63318081	189322	-	intron:898575	ENST00000333681.4	596	BCL2	hg38_genes_introns
chr18	63300001	63325000	25000	*	chr18	63318953	63319173	221	-	intron:898576	ENST00000333681.4	596	BCL2	hg38_genes_introns
chr18	63300001	63325000	25000	*	chr18	63313802	63318048	4247	-	3UTR:125766	ENST00000589955.2	NA	NA	hg38_genes_3UTRs
chr6	154250001	154275000	25000	*	chr6	154248683	154252682	4000	-	1to5kb:72289	ENST00000519344.5	26034	IPCEF1	hg38_genes_1to5kb
chr6	154250001	154275000	25000	*	chr6	154247857	154251856	4000	-	1to5kb:72292	ENST00000517438.5	26034	IPCEF1	hg38_genes_1to5kb
chr6	154250001	154275000	25000	*	chr6	154248232	154252231	4000	-	1to5kb:72293	ENST00000519405.5	26034	IPCEF1	hg38_genes_1to5kb
chr6	154250001	154275000	25000	*	chr6	154248423	154252422	4000	-	1to5kb:72294	ENST00000519190.1	26034	IPCEF1	hg38_genes_1to5kb
chr6	154250001	154275000	25000	*	chr6	154248581	154252580	4000	-	1to5kb:72295	ENST00000518162.1	26034	IPCEF1	hg38_genes_1to5kb
chr6	154250001	154275000	25000	*	chr6	154265948	154265964	17	-	5UTR:51170	ENST00000265198.8	26034	IPCEF1	hg38_genes_5UTRs
chr6	154250001	154275000	25000	*	chr6	154265948	154265964	17	-	5UTR:51174	ENST00000422970.6	26034	IPCEF1	hg38_genes_5UTRs
chr6	154250001	154275000	25000	*	chr6	154265948	154265964	17	-	5UTR:51177	ENST00000367220.8	26034	IPCEF1	hg38_genes_5UTRs
chr6	154250001	154275000	25000	*	chr6	154265948	154265964	17	-	5UTR:51188	ENST00000520261.1	26034	IPCEF1	hg38_genes_5UTRs
chr6	154250001	154275000	25000	*	chr6	154265912	154265964	53	-	exon:453879	ENST00000265198.8	26034	IPCEF1	hg38_genes_exons
chr6	154250001	154275000	25000	*	chr6	154265912	154265964	53	-	exon:453892	ENST00000422970.6	26034	IPCEF1	hg38_genes_exons
chr6	154250001	154275000	25000	*	chr6	154265912	154265964	53	-	exon:453908	ENST00000367220.8	26034	IPCEF1	hg38_genes_exons
chr6	154250001	154275000	25000	*	chr6	154265912	154265964	53	-	exon:453957	ENST00000520261.1	26034	IPCEF1	hg38_genes_exons
chr6	154250001	154275000	25000	*	chr6	154247486	154265911	18426	-	intron:381601	ENST00000265198.8	26034	IPCEF1	hg38_genes_introns
chr6	154250001	154275000	25000	*	chr6	154265965	154289712	23748	-	intron:381602	ENST00000265198.8	26034	IPCEF1	hg38_genes_introns
chr6	154250001	154275000	25000	*	chr6	154247489	154265911	18423	-	intron:381612	ENST00000422970.6	26034	IPCEF1	hg38_genes_introns
chr6	154250001	154275000	25000	*	chr6	154265965	154289712	23748	-	intron:381613	ENST00000422970.6	26034	IPCEF1	hg38_genes_introns
chr6	154250001	154275000	25000	*	chr6	154247489	154265911	18423	-	intron:381627	ENST00000367220.8	26034	IPCEF1	hg38_genes_introns
chr6	154250001	154275000	25000	*	chr6	154265965	154289712	23748	-	intron:381628	ENST00000367220.8	26034	IPCEF1	hg38_genes_introns
chr6	154250001	154275000	25000	*	chr6	154247486	154265911	18426	-	intron:381660	ENST00000520261.1	26034	IPCEF1	hg38_genes_introns
chr6	154250001	154275000	25000	*	chr6	154265965	154289712	23748	-	intron:381661	ENST00000520261.1	26034	IPCEF1	hg38_genes_introns
chr6	154350001	154375000	25000	*	chr6	154356767	154357766	1000	-	promoter:72285	ENST00000265198.8	26034	IPCEF1	hg38_genes_promoters
chr6	154350001	154375000	25000	*	chr6	154356736	154357735	1000	-	promoter:72288	ENST00000367220.8	26034	IPCEF1	hg38_genes_promoters
chr6	154350001	154375000	25000	*	chr6	154356793	154357792	1000	-	promoter:72296	ENST00000520261.1	26034	IPCEF1	hg38_genes_promoters
chr6	154350001	154375000	25000	*	chr6	154357767	154361766	4000	-	1to5kb:72285	ENST00000265198.8	26034	IPCEF1	hg38_genes_1to5kb
chr6	154350001	154375000	25000	*	chr6	154357736	154361735	4000	-	1to5kb:72288	ENST00000367220.8	26034	IPCEF1	hg38_genes_1to5kb
chr6	154350001	154375000	25000	*	chr6	154357793	154361792	4000	-	1to5kb:72296	ENST00000520261.1	26034	IPCEF1	hg38_genes_1to5kb
chr6	154350001	154375000	25000	*	chr6	154356672	154356766	95	-	5UTR:51168	ENST00000265198.8	26034	IPCEF1	hg38_genes_5UTRs
chr6	154350001	154375000	25000	*	chr6	154356672	154356735	64	-	5UTR:51175	ENST00000367220.8	26034	IPCEF1	hg38_genes_5UTRs
chr6	154350001	154375000	25000	*	chr6	154356672	154356792	121	-	5UTR:51185	ENST00000520261.1	26034	IPCEF1	hg38_genes_5UTRs
chr6	154350001	154375000	25000	*	chr6	154356672	154356766	95	-	exon:453877	ENST00000265198.8	26034	IPCEF1	hg38_genes_exons
chr6	154350001	154375000	25000	*	chr6	154356672	154356735	64	-	exon:453906	ENST00000367220.8	26034	IPCEF1	hg38_genes_exons
chr6	154350001	154375000	25000	*	chr6	154356672	154356792	121	-	exon:453954	ENST00000520261.1	26034	IPCEF1	hg38_genes_exons
chr6	154350001	154375000	25000	*	chr6	154289757	154356671	66915	-	intron:381603	ENST00000265198.8	26034	IPCEF1	hg38_genes_introns
chr6	154350001	154375000	25000	*	chr6	154289757	154356671	66915	-	intron:381629	ENST00000367220.8	26034	IPCEF1	hg38_genes_introns
chr6	154350001	154375000	25000	*	chr6	154306763	154356671	49909	-	intron:381663	ENST00000520261.1	26034	IPCEF1	hg38_genes_introns
chr17	42400001	42425000	25000	*	chr17	42423518	42424517	1000	-	promoter:167527	ENST00000357037.5	284119	CAVIN1	hg38_genes_promoters
chr17	42400001	42425000	25000	*	chr17	42424518	42428517	4000	-	1to5kb:167527	ENST00000357037.5	284119	CAVIN1	hg38_genes_1to5kb
chr17	42400001	42425000	25000	*	chr17	42423098	42423517	420	-	5UTR:119804	ENST00000357037.5	284119	CAVIN1	hg38_genes_5UTRs
chr17	42400001	42425000	25000	*	chr17	42422627	42423517	891	-	exon:1032124	ENST00000357037.5	284119	CAVIN1	hg38_genes_exons
chr17	42400001	42425000	25000	*	chr17	42402452	42405388	2937	-	exon:1032125	ENST00000357037.5	284119	CAVIN1	hg38_genes_exons
chr17	42400001	42425000	25000	*	chr17	42405389	42422626	17238	-	intron:864598	ENST00000357037.5	284119	CAVIN1	hg38_genes_introns
chr17	42400001	42425000	25000	*	chr17	42402452	42404686	2235	-	3UTR:120736	ENST00000357037.5	284119	CAVIN1	hg38_genes_3UTRs
chr11	2400001	2425000	25000	*	chr11	2399488	2400487	1000	+	promoter:104959	ENST00000380996.9	10078	TSSC4	hg38_genes_promoters
chr11	2400001	2425000	25000	*	chr11	2399536	2400535	1000	+	promoter:104960	ENST00000333256.10	10078	TSSC4	hg38_genes_promoters
chr11	2400001	2425000	25000	*	chr11	2399628	2400627	1000	+	promoter:104961	ENST00000380992.5	10078	TSSC4	hg38_genes_promoters
chr11	2400001	2425000	25000	*	chr11	2399756	2400755	1000	+	promoter:104962	ENST00000437110.5	10078	TSSC4	hg38_genes_promoters
chr11	2400001	2425000	25000	*	chr11	2399763	2400762	1000	+	promoter:104963	ENST00000435795.5	10078	TSSC4	hg38_genes_promoters
chr11	2400001	2425000	25000	*	chr11	2400018	2401017	1000	+	promoter:104964	ENST00000485682.6	10078	TSSC4	hg38_genes_promoters
chr11	2400001	2425000	25000	*	chr11	2401100	2402099	1000	+	promoter:104965	ENST00000440813.1	10078	TSSC4	hg38_genes_promoters
chr11	2400001	2425000	25000	*	chr11	2401136	2402135	1000	+	promoter:104966	ENST00000496468.1	10078	TSSC4	hg38_genes_promoters
chr11	2400001	2425000	25000	*	chr11	2401293	2402292	1000	+	promoter:104967	ENST00000451491.2	10078	TSSC4	hg38_genes_promoters
chr11	2400001	2425000	25000	*	chr11	2402101	2403100	1000	+	promoter:104968	ENST00000467308.1	NA	NA	hg38_genes_promoters
chr11	2400001	2425000	25000	*	chr11	2403515	2404514	1000	+	promoter:104969	ENST00000433035.1	NA	NA	hg38_genes_promoters
chr11	2400001	2425000	25000	*	chr11	2423013	2424012	1000	-	promoter:111375	ENST00000533881.5	29850	TRPM5	hg38_genes_promoters
chr11	2400001	2425000	25000	*	chr11	2423046	2424045	1000	-	promoter:111376	ENST00000155858.10	29850	TRPM5	hg38_genes_promoters
chr11	2400001	2425000	25000	*	chr11	2423043	2424042	1000	-	promoter:111377	ENST00000533060.5	29850	TRPM5	hg38_genes_promoters
chr11	2400001	2425000	25000	*	chr11	2423043	2424042	1000	-	promoter:111378	ENST00000528453.1	29850	TRPM5	hg38_genes_promoters
chr11	2400001	2425000	25000	*	chr11	2396018	2400017	4000	+	1to5kb:104964	ENST00000485682.6	10078	TSSC4	hg38_genes_1to5kb
chr11	2400001	2425000	25000	*	chr11	2397100	2401099	4000	+	1to5kb:104965	ENST00000440813.1	10078	TSSC4	hg38_genes_1to5kb
chr11	2400001	2425000	25000	*	chr11	2397136	2401135	4000	+	1to5kb:104966	ENST00000496468.1	10078	TSSC4	hg38_genes_1to5kb
chr11	2400001	2425000	25000	*	chr11	2397293	2401292	4000	+	1to5kb:104967	ENST00000451491.2	10078	TSSC4	hg38_genes_1to5kb
chr11	2400001	2425000	25000	*	chr11	2398101	2402100	4000	+	1to5kb:104968	ENST00000467308.1	NA	NA	hg38_genes_1to5kb
chr11	2400001	2425000	25000	*	chr11	2399515	2403514	4000	+	1to5kb:104969	ENST00000433035.1	NA	NA	hg38_genes_1to5kb
chr11	2400001	2425000	25000	*	chr11	2424013	2428012	4000	-	1to5kb:111375	ENST00000533881.5	29850	TRPM5	hg38_genes_1to5kb
chr11	2400001	2425000	25000	*	chr11	2424046	2428045	4000	-	1to5kb:111376	ENST00000155858.10	29850	TRPM5	hg38_genes_1to5kb
chr11	2400001	2425000	25000	*	chr11	2424043	2428042	4000	-	1to5kb:111377	ENST00000533060.5	29850	TRPM5	hg38_genes_1to5kb
chr11	2400001	2425000	25000	*	chr11	2424043	2428042	4000	-	1to5kb:111378	ENST00000528453.1	29850	TRPM5	hg38_genes_1to5kb
chr11	2400001	2425000	25000	*	chr11	2400488	2400798	311	+	5UTR:73556	ENST00000380996.9	10078	TSSC4	hg38_genes_5UTRs
chr11	2400001	2425000	25000	*	chr11	2402294	2402450	157	+	5UTR:73557	ENST00000380996.9	10078	TSSC4	hg38_genes_5UTRs
chr11	2400001	2425000	25000	*	chr11	2402611	2402633	23	+	5UTR:73558	ENST00000380996.9	10078	TSSC4	hg38_genes_5UTRs
chr11	2400001	2425000	25000	*	chr11	2400536	2400798	263	+	5UTR:73559	ENST00000333256.10	10078	TSSC4	hg38_genes_5UTRs
chr11	2400001	2425000	25000	*	chr11	2402294	2402450	157	+	5UTR:73560	ENST00000333256.10	10078	TSSC4	hg38_genes_5UTRs
chr11	2400001	2425000	25000	*	chr11	2402611	2402633	23	+	5UTR:73561	ENST00000333256.10	10078	TSSC4	hg38_genes_5UTRs
chr11	2400001	2425000	25000	*	chr11	2400628	2400798	171	+	5UTR:73562	ENST00000380992.5	10078	TSSC4	hg38_genes_5UTRs
chr11	2400001	2425000	25000	*	chr11	2401976	2402147	172	+	5UTR:73563	ENST00000380992.5	10078	TSSC4	hg38_genes_5UTRs
chr11	2400001	2425000	25000	*	chr11	2402294	2402450	157	+	5UTR:73564	ENST00000380992.5	10078	TSSC4	hg38_genes_5UTRs
chr11	2400001	2425000	25000	*	chr11	2402611	2402633	23	+	5UTR:73565	ENST00000380992.5	10078	TSSC4	hg38_genes_5UTRs
chr11	2400001	2425000	25000	*	chr11	2400756	2400798	43	+	5UTR:73566	ENST00000437110.5	10078	TSSC4	hg38_genes_5UTRs
chr11	2400001	2425000	25000	*	chr11	2401839	2401979	141	+	5UTR:73567	ENST00000437110.5	10078	TSSC4	hg38_genes_5UTRs
chr11	2400001	2425000	25000	*	chr11	2402294	2402450	157	+	5UTR:73568	ENST00000437110.5	10078	TSSC4	hg38_genes_5UTRs
chr11	2400001	2425000	25000	*	chr11	2402611	2402633	23	+	5UTR:73569	ENST00000437110.5	10078	TSSC4	hg38_genes_5UTRs
chr11	2400001	2425000	25000	*	chr11	2400763	2400798	36	+	5UTR:73570	ENST00000435795.5	10078	TSSC4	hg38_genes_5UTRs
chr11	2400001	2425000	25000	*	chr11	2401839	2402147	309	+	5UTR:73571	ENST00000435795.5	10078	TSSC4	hg38_genes_5UTRs
chr11	2400001	2425000	25000	*	chr11	2402294	2402450	157	+	5UTR:73572	ENST00000435795.5	10078	TSSC4	hg38_genes_5UTRs
chr11	2400001	2425000	25000	*	chr11	2402611	2402633	23	+	5UTR:73573	ENST00000435795.5	10078	TSSC4	hg38_genes_5UTRs
chr11	2400001	2425000	25000	*	chr11	2401018	2401485	468	+	5UTR:73574	ENST00000485682.6	10078	TSSC4	hg38_genes_5UTRs
chr11	2400001	2425000	25000	*	chr11	2402294	2402450	157	+	5UTR:73575	ENST00000485682.6	10078	TSSC4	hg38_genes_5UTRs
chr11	2400001	2425000	25000	*	chr11	2402611	2402633	23	+	5UTR:73576	ENST00000485682.6	10078	TSSC4	hg38_genes_5UTRs
chr11	2400001	2425000	25000	*	chr11	2402100	2402147	48	+	5UTR:73577	ENST00000440813.1	10078	TSSC4	hg38_genes_5UTRs
chr11	2400001	2425000	25000	*	chr11	2402294	2402450	157	+	5UTR:73578	ENST00000440813.1	10078	TSSC4	hg38_genes_5UTRs
chr11	2400001	2425000	25000	*	chr11	2402611	2402633	23	+	5UTR:73579	ENST00000440813.1	10078	TSSC4	hg38_genes_5UTRs
chr11	2400001	2425000	25000	*	chr11	2402136	2402450	315	+	5UTR:73580	ENST00000496468.1	10078	TSSC4	hg38_genes_5UTRs
chr11	2400001	2425000	25000	*	chr11	2402611	2402633	23	+	5UTR:73581	ENST00000496468.1	10078	TSSC4	hg38_genes_5UTRs
chr11	2400001	2425000	25000	*	chr11	2402293	2402450	158	+	5UTR:73582	ENST00000451491.2	10078	TSSC4	hg38_genes_5UTRs
chr11	2400001	2425000	25000	*	chr11	2402611	2402633	23	+	5UTR:73583	ENST00000451491.2	10078	TSSC4	hg38_genes_5UTRs
chr11	2400001	2425000	25000	*	chr11	2423037	2423045	9	-	5UTR:78453	ENST00000155858.10	29850	TRPM5	hg38_genes_5UTRs
chr11	2400001	2425000	25000	*	chr11	2423037	2423042	6	-	5UTR:78454	ENST00000533060.5	29850	TRPM5	hg38_genes_5UTRs
chr11	2400001	2425000	25000	*	chr11	2423037	2423042	6	-	5UTR:78455	ENST00000528453.1	29850	TRPM5	hg38_genes_5UTRs
chr11	2400001	2425000	25000	*	chr11	2400488	2400798	311	+	exon:657321	ENST00000380996.9	10078	TSSC4	hg38_genes_exons
chr11	2400001	2425000	25000	*	chr11	2402294	2402450	157	+	exon:657322	ENST00000380996.9	10078	TSSC4	hg38_genes_exons
chr11	2400001	2425000	25000	*	chr11	2402611	2402652	42	+	exon:657323	ENST00000380996.9	10078	TSSC4	hg38_genes_exons
chr11	2400001	2425000	25000	*	chr11	2402845	2403878	1034	+	exon:657324	ENST00000380996.9	10078	TSSC4	hg38_genes_exons
chr11	2400001	2425000	25000	*	chr11	2400536	2400798	263	+	exon:657325	ENST00000333256.10	10078	TSSC4	hg38_genes_exons
chr11	2400001	2425000	25000	*	chr11	2402294	2402450	157	+	exon:657326	ENST00000333256.10	10078	TSSC4	hg38_genes_exons
chr11	2400001	2425000	25000	*	chr11	2402611	2403876	1266	+	exon:657327	ENST00000333256.10	10078	TSSC4	hg38_genes_exons
chr11	2400001	2425000	25000	*	chr11	2400628	2400798	171	+	exon:657328	ENST00000380992.5	10078	TSSC4	hg38_genes_exons
chr11	2400001	2425000	25000	*	chr11	2401976	2402147	172	+	exon:657329	ENST00000380992.5	10078	TSSC4	hg38_genes_exons
chr11	2400001	2425000	25000	*	chr11	2402294	2402450	157	+	exon:657330	ENST00000380992.5	10078	TSSC4	hg38_genes_exons
chr11	2400001	2425000	25000	*	chr11	2402611	2402652	42	+	exon:657331	ENST00000380992.5	10078	TSSC4	hg38_genes_exons
chr11	2400001	2425000	25000	*	chr11	2402845	2403149	305	+	exon:657332	ENST00000380992.5	10078	TSSC4	hg38_genes_exons
chr11	2400001	2425000	25000	*	chr11	2403557	2403701	145	+	exon:657333	ENST00000380992.5	10078	TSSC4	hg38_genes_exons
chr11	2400001	2425000	25000	*	chr11	2400756	2400798	43	+	exon:657334	ENST00000437110.5	10078	TSSC4	hg38_genes_exons
chr11	2400001	2425000	25000	*	chr11	2401839	2401979	141	+	exon:657335	ENST00000437110.5	10078	TSSC4	hg38_genes_exons
chr11	2400001	2425000	25000	*	chr11	2402294	2402450	157	+	exon:657336	ENST00000437110.5	10078	TSSC4	hg38_genes_exons
chr11	2400001	2425000	25000	*	chr11	2402611	2403243	633	+	exon:657337	ENST00000437110.5	10078	TSSC4	hg38_genes_exons
chr11	2400001	2425000	25000	*	chr11	2400763	2400798	36	+	exon:657338	ENST00000435795.5	10078	TSSC4	hg38_genes_exons
chr11	2400001	2425000	25000	*	chr11	2401839	2402147	309	+	exon:657339	ENST00000435795.5	10078	TSSC4	hg38_genes_exons
chr11	2400001	2425000	25000	*	chr11	2402294	2402450	157	+	exon:657340	ENST00000435795.5	10078	TSSC4	hg38_genes_exons
chr11	2400001	2425000	25000	*	chr11	2402611	2402971	361	+	exon:657341	ENST00000435795.5	10078	TSSC4	hg38_genes_exons
chr11	2400001	2425000	25000	*	chr11	2401018	2401485	468	+	exon:657342	ENST00000485682.6	10078	TSSC4	hg38_genes_exons
chr11	2400001	2425000	25000	*	chr11	2402294	2402450	157	+	exon:657343	ENST00000485682.6	10078	TSSC4	hg38_genes_exons
chr11	2400001	2425000	25000	*	chr11	2402611	2402964	354	+	exon:657344	ENST00000485682.6	10078	TSSC4	hg38_genes_exons
chr11	2400001	2425000	25000	*	chr11	2402100	2402147	48	+	exon:657345	ENST00000440813.1	10078	TSSC4	hg38_genes_exons
chr11	2400001	2425000	25000	*	chr11	2402294	2402450	157	+	exon:657346	ENST00000440813.1	10078	TSSC4	hg38_genes_exons
chr11	2400001	2425000	25000	*	chr11	2402611	2402652	42	+	exon:657347	ENST00000440813.1	10078	TSSC4	hg38_genes_exons
chr11	2400001	2425000	25000	*	chr11	2402845	2403448	604	+	exon:657348	ENST00000440813.1	10078	TSSC4	hg38_genes_exons
chr11	2400001	2425000	25000	*	chr11	2402136	2402450	315	+	exon:657349	ENST00000496468.1	10078	TSSC4	hg38_genes_exons
chr11	2400001	2425000	25000	*	chr11	2402611	2403207	597	+	exon:657350	ENST00000496468.1	10078	TSSC4	hg38_genes_exons
chr11	2400001	2425000	25000	*	chr11	2402293	2402450	158	+	exon:657351	ENST00000451491.2	10078	TSSC4	hg38_genes_exons
chr11	2400001	2425000	25000	*	chr11	2402611	2403875	1265	+	exon:657352	ENST00000451491.2	10078	TSSC4	hg38_genes_exons
chr11	2400001	2425000	25000	*	chr11	2403101	2403149	49	+	exon:657353	ENST00000467308.1	NA	NA	hg38_genes_exons
chr11	2400001	2425000	25000	*	chr11	2403517	2403876	360	+	exon:657354	ENST00000467308.1	NA	NA	hg38_genes_exons
chr11	2400001	2425000	25000	*	chr11	2404515	2404833	319	+	exon:657355	ENST00000433035.1	NA	NA	hg38_genes_exons
chr11	2400001	2425000	25000	*	chr11	2407824	2407908	85	+	exon:657356	ENST00000433035.1	NA	NA	hg38_genes_exons
chr11	2400001	2425000	25000	*	chr11	2422920	2423012	93	-	exon:694830	ENST00000533881.5	29850	TRPM5	hg38_genes_exons
chr11	2400001	2425000	25000	*	chr11	2422141	2422321	181	-	exon:694831	ENST00000533881.5	29850	TRPM5	hg38_genes_exons
chr11	2400001	2425000	25000	*	chr11	2421026	2421198	173	-	exon:694832	ENST00000533881.5	29850	TRPM5	hg38_genes_exons
chr11	2400001	2425000	25000	*	chr11	2420222	2420405	184	-	exon:694833	ENST00000533881.5	29850	TRPM5	hg38_genes_exons
chr11	2400001	2425000	25000	*	chr11	2418527	2418591	65	-	exon:694834	ENST00000533881.5	29850	TRPM5	hg38_genes_exons
chr11	2400001	2425000	25000	*	chr11	2418167	2418358	192	-	exon:694835	ENST00000533881.5	29850	TRPM5	hg38_genes_exons
chr11	2400001	2425000	25000	*	chr11	2417727	2417829	103	-	exon:694836	ENST00000533881.5	29850	TRPM5	hg38_genes_exons
chr11	2400001	2425000	25000	*	chr11	2415906	2416024	119	-	exon:694837	ENST00000533881.5	29850	TRPM5	hg38_genes_exons
chr11	2400001	2425000	25000	*	chr11	2415121	2415471	351	-	exon:694838	ENST00000533881.5	29850	TRPM5	hg38_genes_exons
chr11	2400001	2425000	25000	*	chr11	2414907	2415047	141	-	exon:694839	ENST00000533881.5	29850	TRPM5	hg38_genes_exons
chr11	2400001	2425000	25000	*	chr11	2414715	2414838	124	-	exon:694840	ENST00000533881.5	29850	TRPM5	hg38_genes_exons
chr11	2400001	2425000	25000	*	chr11	2414061	2414206	146	-	exon:694841	ENST00000533881.5	29850	TRPM5	hg38_genes_exons
chr11	2400001	2425000	25000	*	chr11	2413476	2413588	113	-	exon:694842	ENST00000533881.5	29850	TRPM5	hg38_genes_exons
chr11	2400001	2425000	25000	*	chr11	2413134	2413226	93	-	exon:694843	ENST00000533881.5	29850	TRPM5	hg38_genes_exons
chr11	2400001	2425000	25000	*	chr11	2412754	2413012	259	-	exon:694844	ENST00000533881.5	29850	TRPM5	hg38_genes_exons
chr11	2400001	2425000	25000	*	chr11	2412135	2412253	119	-	exon:694845	ENST00000533881.5	29850	TRPM5	hg38_genes_exons
chr11	2400001	2425000	25000	*	chr11	2411635	2411767	133	-	exon:694846	ENST00000533881.5	29850	TRPM5	hg38_genes_exons
chr11	2400001	2425000	25000	*	chr11	2411352	2411526	175	-	exon:694847	ENST00000533881.5	29850	TRPM5	hg38_genes_exons
chr11	2400001	2425000	25000	*	chr11	2407759	2407912	154	-	exon:694848	ENST00000533881.5	29850	TRPM5	hg38_genes_exons
chr11	2400001	2425000	25000	*	chr11	2407119	2407300	182	-	exon:694849	ENST00000533881.5	29850	TRPM5	hg38_genes_exons
chr11	2400001	2425000	25000	*	chr11	2406661	2406793	133	-	exon:694850	ENST00000533881.5	29850	TRPM5	hg38_genes_exons
chr11	2400001	2425000	25000	*	chr11	2406019	2406091	73	-	exon:694851	ENST00000533881.5	29850	TRPM5	hg38_genes_exons
chr11	2400001	2425000	25000	*	chr11	2405527	2405593	67	-	exon:694852	ENST00000533881.5	29850	TRPM5	hg38_genes_exons
chr11	2400001	2425000	25000	*	chr11	2404515	2405043	529	-	exon:694853	ENST00000533881.5	29850	TRPM5	hg38_genes_exons
chr11	2400001	2425000	25000	*	chr11	2422920	2423045	126	-	exon:694854	ENST00000155858.10	29850	TRPM5	hg38_genes_exons
chr11	2400001	2425000	25000	*	chr11	2422141	2422321	181	-	exon:694855	ENST00000155858.10	29850	TRPM5	hg38_genes_exons
chr11	2400001	2425000	25000	*	chr11	2421032	2421198	167	-	exon:694856	ENST00000155858.10	29850	TRPM5	hg38_genes_exons
chr11	2400001	2425000	25000	*	chr11	2420222	2420405	184	-	exon:694857	ENST00000155858.10	29850	TRPM5	hg38_genes_exons
chr11	2400001	2425000	25000	*	chr11	2418527	2418591	65	-	exon:694858	ENST00000155858.10	29850	TRPM5	hg38_genes_exons
chr11	2400001	2425000	25000	*	chr11	2418167	2418358	192	-	exon:694859	ENST00000155858.10	29850	TRPM5	hg38_genes_exons
chr11	2400001	2425000	25000	*	chr11	2417727	2417829	103	-	exon:694860	ENST00000155858.10	29850	TRPM5	hg38_genes_exons
chr11	2400001	2425000	25000	*	chr11	2415906	2416024	119	-	exon:694861	ENST00000155858.10	29850	TRPM5	hg38_genes_exons
chr11	2400001	2425000	25000	*	chr11	2415121	2415471	351	-	exon:694862	ENST00000155858.10	29850	TRPM5	hg38_genes_exons
chr11	2400001	2425000	25000	*	chr11	2414907	2415047	141	-	exon:694863	ENST00000155858.10	29850	TRPM5	hg38_genes_exons
chr11	2400001	2425000	25000	*	chr11	2414715	2414838	124	-	exon:694864	ENST00000155858.10	29850	TRPM5	hg38_genes_exons
chr11	2400001	2425000	25000	*	chr11	2414061	2414206	146	-	exon:694865	ENST00000155858.10	29850	TRPM5	hg38_genes_exons
chr11	2400001	2425000	25000	*	chr11	2413476	2413588	113	-	exon:694866	ENST00000155858.10	29850	TRPM5	hg38_genes_exons
chr11	2400001	2425000	25000	*	chr11	2413134	2413226	93	-	exon:694867	ENST00000155858.10	29850	TRPM5	hg38_genes_exons
chr11	2400001	2425000	25000	*	chr11	2412754	2413012	259	-	exon:694868	ENST00000155858.10	29850	TRPM5	hg38_genes_exons
chr11	2400001	2425000	25000	*	chr11	2412135	2412253	119	-	exon:694869	ENST00000155858.10	29850	TRPM5	hg38_genes_exons
