seqnames	start	end	width	strand	annot.seqnames	annot.start	annot.end	annot.width	annot.strand	annot.id	annot.tx_id	annot.gene_id	annot.symbol	annot.type
chr12	53975001	54000000	25000	*	chr12	53993895	53994894	1000	+	promoter:119881	ENST00000504557.1	3225	HOXC9	hg38_genes_promoters
chr12	53975001	54000000	25000	*	chr12	53993944	53994943	1000	+	promoter:119882	ENST00000509328.1	3223	HOXC6	hg38_genes_promoters
chr12	53975001	54000000	25000	*	chr12	53994509	53995508	1000	+	promoter:119883	ENST00000508190.1	3225	HOXC9	hg38_genes_promoters
chr12	53975001	54000000	25000	*	chr12	53999119	54000118	1000	+	promoter:119884	ENST00000303450.4	3225	HOXC9	hg38_genes_promoters
chr12	53975001	54000000	25000	*	chr12	53974957	53975956	1000	-	promoter:125821	ENST00000424518.5	100124700	HOTAIR	hg38_genes_promoters
chr12	53975001	54000000	25000	*	chr12	53974948	53975947	1000	-	promoter:125822	ENST00000455246.5	100124700	HOTAIR	hg38_genes_promoters
chr12	53975001	54000000	25000	*	chr12	53984325	53985324	1000	-	promoter:125826	ENST00000567780.1	NA	NA	hg38_genes_promoters
chr12	53975001	54000000	25000	*	chr12	53984839	53985838	1000	-	promoter:125827	ENST00000509870.1	NA	NA	hg38_genes_promoters
chr12	53975001	54000000	25000	*	chr12	53984759	53985758	1000	-	promoter:125828	ENST00000513165.1	100874365	HOXC-AS3	hg38_genes_promoters
chr12	53975001	54000000	25000	*	chr12	53985520	53986519	1000	-	promoter:125829	ENST00000514702.1	100874365	HOXC-AS3	hg38_genes_promoters
chr12	53975001	54000000	25000	*	chr12	53995900	53996899	1000	-	promoter:125830	ENST00000604081.1	NA	NA	hg38_genes_promoters
chr12	53975001	54000000	25000	*	chr12	53996786	53997785	1000	-	promoter:125831	ENST00000513533.1	100874364	HOXC-AS2	hg38_genes_promoters
chr12	53975001	54000000	25000	*	chr12	53999621	54000620	1000	-	promoter:125832	ENST00000512427.5	100874363	HOXC-AS1	hg38_genes_promoters
chr12	53975001	54000000	25000	*	chr12	53980065	53984064	4000	+	1to5kb:119873	ENST00000515593.1	NA	NA	hg38_genes_1to5kb
chr12	53975001	54000000	25000	*	chr12	53980186	53984185	4000	+	1to5kb:119874	ENST00000303460.4	3226	HOXC10	hg38_genes_1to5kb
chr12	53975001	54000000	25000	*	chr12	53980845	53984844	4000	+	1to5kb:119875	ENST00000513209.1	3222	HOXC5	hg38_genes_1to5kb
chr12	53975001	54000000	25000	*	chr12	53981132	53985131	4000	+	1to5kb:119876	ENST00000511575.1	3226	HOXC10	hg38_genes_1to5kb
chr12	53975001	54000000	25000	*	chr12	53981338	53985337	4000	+	1to5kb:119877	ENST00000514415.1	3226	HOXC10	hg38_genes_1to5kb
chr12	53975001	54000000	25000	*	chr12	53981430	53985429	4000	+	1to5kb:119878	ENST00000513413.2	3226	HOXC10	hg38_genes_1to5kb
chr12	53975001	54000000	25000	*	chr12	53985624	53989623	4000	+	1to5kb:119879	ENST00000504315.1	3223	HOXC6	hg38_genes_1to5kb
chr12	53975001	54000000	25000	*	chr12	53986738	53990737	4000	+	1to5kb:119880	ENST00000385189.3	406973	MIR196A2	hg38_genes_1to5kb
chr12	53975001	54000000	25000	*	chr12	53989895	53993894	4000	+	1to5kb:119881	ENST00000504557.1	3225	HOXC9	hg38_genes_1to5kb
chr12	53975001	54000000	25000	*	chr12	53989944	53993943	4000	+	1to5kb:119882	ENST00000509328.1	3223	HOXC6	hg38_genes_1to5kb
chr12	53975001	54000000	25000	*	chr12	53990509	53994508	4000	+	1to5kb:119883	ENST00000508190.1	3225	HOXC9	hg38_genes_1to5kb
chr12	53975001	54000000	25000	*	chr12	53995119	53999118	4000	+	1to5kb:119884	ENST00000303450.4	3225	HOXC9	hg38_genes_1to5kb
chr12	53975001	54000000	25000	*	chr12	53975957	53979956	4000	-	1to5kb:125821	ENST00000424518.5	100124700	HOTAIR	hg38_genes_1to5kb
chr12	53975001	54000000	25000	*	chr12	53975948	53979947	4000	-	1to5kb:125822	ENST00000455246.5	100124700	HOTAIR	hg38_genes_1to5kb
chr12	53975001	54000000	25000	*	chr12	53985325	53989324	4000	-	1to5kb:125826	ENST00000567780.1	NA	NA	hg38_genes_1to5kb
chr12	53975001	54000000	25000	*	chr12	53985839	53989838	4000	-	1to5kb:125827	ENST00000509870.1	NA	NA	hg38_genes_1to5kb
chr12	53975001	54000000	25000	*	chr12	53985759	53989758	4000	-	1to5kb:125828	ENST00000513165.1	100874365	HOXC-AS3	hg38_genes_1to5kb
chr12	53975001	54000000	25000	*	chr12	53986520	53990519	4000	-	1to5kb:125829	ENST00000514702.1	100874365	HOXC-AS3	hg38_genes_1to5kb
chr12	53975001	54000000	25000	*	chr12	53996900	54000899	4000	-	1to5kb:125830	ENST00000604081.1	NA	NA	hg38_genes_1to5kb
chr12	53975001	54000000	25000	*	chr12	53997786	54001785	4000	-	1to5kb:125831	ENST00000513533.1	100874364	HOXC-AS2	hg38_genes_1to5kb
chr12	53975001	54000000	25000	*	chr12	53985065	53985097	33	+	5UTR:85555	ENST00000515593.1	NA	NA	hg38_genes_5UTRs
chr12	53975001	54000000	25000	*	chr12	53985485	53985595	111	+	5UTR:85556	ENST00000515593.1	NA	NA	hg38_genes_5UTRs
chr12	53975001	54000000	25000	*	chr12	53985186	53985259	74	+	5UTR:85557	ENST00000303460.4	3226	HOXC10	hg38_genes_5UTRs
chr12	53975001	54000000	25000	*	chr12	53990624	53990814	191	+	5UTR:85558	ENST00000504315.1	3223	HOXC6	hg38_genes_5UTRs
chr12	53975001	54000000	25000	*	chr12	53994944	53995016	73	+	5UTR:85560	ENST00000509328.1	3223	HOXC6	hg38_genes_5UTRs
chr12	53975001	54000000	25000	*	chr12	53995509	53995549	41	+	5UTR:85562	ENST00000508190.1	3225	HOXC9	hg38_genes_5UTRs
chr12	53975001	54000000	25000	*	chr12	53975181	53977643	2463	+	exon:746072	ENST00000546378.1	3227	HOXC11	hg38_genes_exons
chr12	53975001	54000000	25000	*	chr12	53975181	53976419	1239	+	exon:746074	ENST00000243082.4	3227	HOXC11	hg38_genes_exons
chr12	53975001	54000000	25000	*	chr12	53985065	53985097	33	+	exon:746075	ENST00000515593.1	NA	NA	hg38_genes_exons
chr12	53975001	54000000	25000	*	chr12	53985485	53985977	493	+	exon:746076	ENST00000515593.1	NA	NA	hg38_genes_exons
chr12	53975001	54000000	25000	*	chr12	53985186	53986010	825	+	exon:746077	ENST00000303460.4	3226	HOXC10	hg38_genes_exons
chr12	53975001	54000000	25000	*	chr12	53989169	53990279	1111	+	exon:746078	ENST00000303460.4	3226	HOXC10	hg38_genes_exons
chr12	53975001	54000000	25000	*	chr12	53985845	53986010	166	+	exon:746079	ENST00000513209.1	3222	HOXC5	hg38_genes_exons
chr12	53975001	54000000	25000	*	chr12	53986132	53986193	62	+	exon:746081	ENST00000511575.1	3226	HOXC10	hg38_genes_exons
chr12	53975001	54000000	25000	*	chr12	53989169	53989993	825	+	exon:746082	ENST00000511575.1	3226	HOXC10	hg38_genes_exons
chr12	53975001	54000000	25000	*	chr12	53986338	53986380	43	+	exon:746083	ENST00000514415.1	3226	HOXC10	hg38_genes_exons
chr12	53975001	54000000	25000	*	chr12	53989169	53989675	507	+	exon:746084	ENST00000514415.1	3226	HOXC10	hg38_genes_exons
chr12	53975001	54000000	25000	*	chr12	53986430	53986686	257	+	exon:746085	ENST00000513413.2	3226	HOXC10	hg38_genes_exons
chr12	53975001	54000000	25000	*	chr12	53989169	53989710	542	+	exon:746086	ENST00000513413.2	3226	HOXC10	hg38_genes_exons
chr12	53975001	54000000	25000	*	chr12	53990624	53990814	191	+	exon:746087	ENST00000504315.1	3223	HOXC6	hg38_genes_exons
chr12	53975001	54000000	25000	*	chr12	53991738	53991847	110	+	exon:746089	ENST00000385189.3	406973	MIR196A2	hg38_genes_exons
chr12	53975001	54000000	25000	*	chr12	53994895	53995016	122	+	exon:746090	ENST00000504557.1	3225	HOXC9	hg38_genes_exons
chr12	53975001	54000000	25000	*	chr12	53994944	53995016	73	+	exon:746092	ENST00000509328.1	3223	HOXC6	hg38_genes_exons
chr12	53975001	54000000	25000	*	chr12	53995509	53995549	41	+	exon:746095	ENST00000508190.1	3225	HOXC9	hg38_genes_exons
chr12	53975001	54000000	25000	*	chr12	53981509	53984324	2816	-	exon:782804	ENST00000567780.1	NA	NA	hg38_genes_exons
chr12	53975001	54000000	25000	*	chr12	53984710	53984838	129	-	exon:782805	ENST00000509870.1	NA	NA	hg38_genes_exons
chr12	53975001	54000000	25000	*	chr12	53983450	53983864	415	-	exon:782806	ENST00000509870.1	NA	NA	hg38_genes_exons
chr12	53975001	54000000	25000	*	chr12	53984710	53984758	49	-	exon:782807	ENST00000513165.1	100874365	HOXC-AS3	hg38_genes_exons
chr12	53975001	54000000	25000	*	chr12	53983671	53984154	484	-	exon:782808	ENST00000513165.1	100874365	HOXC-AS3	hg38_genes_exons
chr12	53975001	54000000	25000	*	chr12	53985476	53985519	44	-	exon:782809	ENST00000514702.1	100874365	HOXC-AS3	hg38_genes_exons
chr12	53975001	54000000	25000	*	chr12	53984964	53985083	120	-	exon:782810	ENST00000514702.1	100874365	HOXC-AS3	hg38_genes_exons
chr12	53975001	54000000	25000	*	chr12	53983951	53984154	204	-	exon:782811	ENST00000514702.1	100874365	HOXC-AS3	hg38_genes_exons
chr12	53975001	54000000	25000	*	chr12	53993810	53995899	2090	-	exon:782812	ENST00000604081.1	NA	NA	hg38_genes_exons
chr12	53975001	54000000	25000	*	chr12	53996670	53996785	116	-	exon:782813	ENST00000513533.1	100874364	HOXC-AS2	hg38_genes_exons
chr12	53975001	54000000	25000	*	chr12	53995833	53995909	77	-	exon:782814	ENST00000513533.1	100874364	HOXC-AS2	hg38_genes_exons
chr12	53975001	54000000	25000	*	chr12	53995208	53995518	311	-	exon:782815	ENST00000513533.1	100874364	HOXC-AS2	hg38_genes_exons
chr12	53975001	54000000	25000	*	chr12	53999577	53999620	44	-	exon:782816	ENST00000512427.5	100874363	HOXC-AS1	hg38_genes_exons
chr12	53975001	54000000	25000	*	chr12	53999022	53999267	246	-	exon:782817	ENST00000512427.5	100874363	HOXC-AS1	hg38_genes_exons
chr12	53975001	54000000	25000	*	chr12	53999709	54000010	302	-	exon:782818	ENST00000505700.1	100874363	HOXC-AS1	hg38_genes_exons
chr12	53975001	54000000	25000	*	chr12	53999022	53999267	246	-	exon:782819	ENST00000505700.1	100874363	HOXC-AS1	hg38_genes_exons
chr12	53975001	54000000	25000	*	chr12	53973924	53975180	1257	+	intron:626201	ENST00000546378.1	3227	HOXC11	hg38_genes_introns
chr12	53975001	54000000	25000	*	chr12	53973928	53975180	1253	+	intron:626202	ENST00000243082.4	3227	HOXC11	hg38_genes_introns
chr12	53975001	54000000	25000	*	chr12	53985098	53985484	387	+	intron:626203	ENST00000515593.1	NA	NA	hg38_genes_introns
chr12	53975001	54000000	25000	*	chr12	53986011	53989168	3158	+	intron:626204	ENST00000303460.4	3226	HOXC10	hg38_genes_introns
chr12	53975001	54000000	25000	*	chr12	53986011	54034277	48267	+	intron:626205	ENST00000513209.1	3222	HOXC5	hg38_genes_introns
chr12	53975001	54000000	25000	*	chr12	53986194	53989168	2975	+	intron:626206	ENST00000511575.1	3226	HOXC10	hg38_genes_introns
chr12	53975001	54000000	25000	*	chr12	53986381	53989168	2788	+	intron:626207	ENST00000514415.1	3226	HOXC10	hg38_genes_introns
chr12	53975001	54000000	25000	*	chr12	53986687	53989168	2482	+	intron:626208	ENST00000513413.2	3226	HOXC10	hg38_genes_introns
chr12	53975001	54000000	25000	*	chr12	53990815	54028575	37761	+	intron:626209	ENST00000504315.1	3223	HOXC6	hg38_genes_introns
chr12	53975001	54000000	25000	*	chr12	53995017	54002429	7413	+	intron:626210	ENST00000504557.1	3225	HOXC9	hg38_genes_introns
chr12	53975001	54000000	25000	*	chr12	53995017	54028695	33679	+	intron:626211	ENST00000509328.1	3223	HOXC6	hg38_genes_introns
chr12	53975001	54000000	25000	*	chr12	53995550	54000131	4582	+	intron:626213	ENST00000508190.1	3225	HOXC9	hg38_genes_introns
chr12	53975001	54000000	25000	*	chr12	53983865	53984709	845	-	intron:656979	ENST00000509870.1	NA	NA	hg38_genes_introns
chr12	53975001	54000000	25000	*	chr12	53984155	53984709	555	-	intron:656980	ENST00000513165.1	100874365	HOXC-AS3	hg38_genes_introns
chr12	53975001	54000000	25000	*	chr12	53984155	53984963	809	-	intron:656981	ENST00000514702.1	100874365	HOXC-AS3	hg38_genes_introns
chr12	53975001	54000000	25000	*	chr12	53985084	53985475	392	-	intron:656982	ENST00000514702.1	100874365	HOXC-AS3	hg38_genes_introns
chr12	53975001	54000000	25000	*	chr12	53995519	53995832	314	-	intron:656983	ENST00000513533.1	100874364	HOXC-AS2	hg38_genes_introns
chr12	53975001	54000000	25000	*	chr12	53995910	53996669	760	-	intron:656984	ENST00000513533.1	100874364	HOXC-AS2	hg38_genes_introns
chr12	53975001	54000000	25000	*	chr12	53999268	53999576	309	-	intron:656985	ENST00000512427.5	100874363	HOXC-AS1	hg38_genes_introns
chr12	53975001	54000000	25000	*	chr12	53999268	53999708	441	-	intron:656986	ENST00000505700.1	100874363	HOXC-AS1	hg38_genes_introns
chr12	53975001	54000000	25000	*	chr12	53975414	53977643	2230	+	3UTR:85155	ENST00000546378.1	3227	HOXC11	hg38_genes_3UTRs
chr12	53975001	54000000	25000	*	chr12	53975632	53976419	788	+	3UTR:85156	ENST00000243082.4	3227	HOXC11	hg38_genes_3UTRs
chr12	53975001	54000000	25000	*	chr12	53989447	53990279	833	+	3UTR:85157	ENST00000303460.4	3226	HOXC10	hg38_genes_3UTRs
chr6	154150001	154175000	25000	*	chr6	154159517	154160516	1000	-	promoter:72284	ENST00000470622.1	NA	NA	hg38_genes_promoters
chr6	154150001	154175000	25000	*	chr6	154160517	154164516	4000	-	1to5kb:72284	ENST00000470622.1	NA	NA	hg38_genes_1to5kb
chr6	154150001	154175000	25000	*	chr6	154159176	154159516	341	-	exon:453875	ENST00000470622.1	NA	NA	hg38_genes_exons
chr6	154150001	154175000	25000	*	chr6	154154496	154154652	157	-	exon:453876	ENST00000470622.1	NA	NA	hg38_genes_exons
chr6	154150001	154175000	25000	*	chr6	154167920	154168113	194	-	exon:453887	ENST00000265198.8	26034	IPCEF1	hg38_genes_exons
chr6	154150001	154175000	25000	*	chr6	154154609	154160040	5432	-	exon:453888	ENST00000265198.8	26034	IPCEF1	hg38_genes_exons
chr6	154150001	154175000	25000	*	chr6	154167920	154168113	194	-	exon:453900	ENST00000422970.6	26034	IPCEF1	hg38_genes_exons
chr6	154150001	154175000	25000	*	chr6	154158074	154160040	1967	-	exon:453901	ENST00000422970.6	26034	IPCEF1	hg38_genes_exons
chr6	154150001	154175000	25000	*	chr6	154167920	154168113	194	-	exon:453904	ENST00000522590.1	26034	IPCEF1	hg38_genes_exons
chr6	154150001	154175000	25000	*	chr6	154158924	154160040	1117	-	exon:453905	ENST00000522590.1	26034	IPCEF1	hg38_genes_exons
chr6	154150001	154175000	25000	*	chr6	154167920	154168113	194	-	exon:453916	ENST00000367220.8	26034	IPCEF1	hg38_genes_exons
chr6	154150001	154175000	25000	*	chr6	154159612	154160040	429	-	exon:453917	ENST00000367220.8	26034	IPCEF1	hg38_genes_exons
chr6	154150001	154175000	25000	*	chr6	154167920	154168113	194	-	exon:453925	ENST00000519344.5	26034	IPCEF1	hg38_genes_exons
chr6	154150001	154175000	25000	*	chr6	154159682	154160040	359	-	exon:453926	ENST00000519344.5	26034	IPCEF1	hg38_genes_exons
chr6	154150001	154175000	25000	*	chr6	154091473	154246692	155220	+	intron:356346	ENST00000524150.2	4988	OPRM1	hg38_genes_introns
chr6	154150001	154175000	25000	*	chr6	154091473	154246692	155220	+	intron:356368	ENST00000337049.8	4988	OPRM1	hg38_genes_introns
chr6	154150001	154175000	25000	*	chr6	154154653	154159175	4523	-	intron:381592	ENST00000470622.1	NA	NA	hg38_genes_introns
chr6	154150001	154175000	25000	*	chr6	154160041	154167919	7879	-	intron:381593	ENST00000265198.8	26034	IPCEF1	hg38_genes_introns
chr6	154150001	154175000	25000	*	chr6	154168114	154199667	31554	-	intron:381594	ENST00000265198.8	26034	IPCEF1	hg38_genes_introns
chr6	154150001	154175000	25000	*	chr6	154160041	154167919	7879	-	intron:381604	ENST00000422970.6	26034	IPCEF1	hg38_genes_introns
chr6	154150001	154175000	25000	*	chr6	154168114	154199667	31554	-	intron:381605	ENST00000422970.6	26034	IPCEF1	hg38_genes_introns
chr6	154150001	154175000	25000	*	chr6	154160041	154167919	7879	-	intron:381616	ENST00000522590.1	26034	IPCEF1	hg38_genes_introns
chr6	154150001	154175000	25000	*	chr6	154168114	154199667	31554	-	intron:381617	ENST00000522590.1	26034	IPCEF1	hg38_genes_introns
chr6	154150001	154175000	25000	*	chr6	154160041	154167919	7879	-	intron:381619	ENST00000367220.8	26034	IPCEF1	hg38_genes_introns
chr6	154150001	154175000	25000	*	chr6	154168114	154199667	31554	-	intron:381620	ENST00000367220.8	26034	IPCEF1	hg38_genes_introns
chr6	154150001	154175000	25000	*	chr6	154160041	154167919	7879	-	intron:381630	ENST00000519344.5	26034	IPCEF1	hg38_genes_introns
chr6	154150001	154175000	25000	*	chr6	154168114	154199667	31554	-	intron:381631	ENST00000519344.5	26034	IPCEF1	hg38_genes_introns
chr6	154150001	154175000	25000	*	chr6	154154609	154159827	5219	-	3UTR:51535	ENST00000265198.8	26034	IPCEF1	hg38_genes_3UTRs
chr6	154150001	154175000	25000	*	chr6	154158074	154159827	1754	-	3UTR:51536	ENST00000422970.6	26034	IPCEF1	hg38_genes_3UTRs
chr6	154150001	154175000	25000	*	chr6	154159612	154159827	216	-	3UTR:51537	ENST00000367220.8	26034	IPCEF1	hg38_genes_3UTRs
chr6	154150001	154175000	25000	*	chr6	154159682	154159827	146	-	3UTR:51538	ENST00000519344.5	26034	IPCEF1	hg38_genes_3UTRs
chr17	42300001	42325000	25000	*	chr17	42303179	42304178	1000	+	promoter:160927	ENST00000479417.1	6776	STAT5A	hg38_genes_promoters
chr17	42300001	42325000	25000	*	chr17	42305114	42306113	1000	+	promoter:160928	ENST00000468096.5	6776	STAT5A	hg38_genes_promoters
chr17	42300001	42325000	25000	*	chr17	42305116	42306115	1000	+	promoter:160929	ENST00000591556.1	6776	STAT5A	hg38_genes_promoters
chr17	42300001	42325000	25000	*	chr17	42305170	42306169	1000	+	promoter:160930	ENST00000587646.1	6776	STAT5A	hg38_genes_promoters
chr17	42300001	42325000	25000	*	chr17	42316854	42317853	1000	-	promoter:167515	ENST00000462286.2	NA	NA	hg38_genes_promoters
chr17	42300001	42325000	25000	*	chr17	42317224	42318223	1000	-	promoter:167518	ENST00000491272.1	6774	STAT3	hg38_genes_promoters
chr17	42300001	42325000	25000	*	chr17	42317563	42318562	1000	-	promoter:167520	ENST00000462269.1	6774	STAT3	hg38_genes_promoters
chr17	42300001	42325000	25000	*	chr17	42299179	42303178	4000	+	1to5kb:160927	ENST00000479417.1	6776	STAT5A	hg38_genes_1to5kb
chr17	42300001	42325000	25000	*	chr17	42301114	42305113	4000	+	1to5kb:160928	ENST00000468096.5	6776	STAT5A	hg38_genes_1to5kb
chr17	42300001	42325000	25000	*	chr17	42301116	42305115	4000	+	1to5kb:160929	ENST00000591556.1	6776	STAT5A	hg38_genes_1to5kb
chr17	42300001	42325000	25000	*	chr17	42301170	42305169	4000	+	1to5kb:160930	ENST00000587646.1	6776	STAT5A	hg38_genes_1to5kb
chr17	42300001	42325000	25000	*	chr17	42317854	42321853	4000	-	1to5kb:167515	ENST00000462286.2	NA	NA	hg38_genes_1to5kb
chr17	42300001	42325000	25000	*	chr17	42318224	42322223	4000	-	1to5kb:167518	ENST00000491272.1	6774	STAT3	hg38_genes_1to5kb
chr17	42300001	42325000	25000	*	chr17	42318563	42322562	4000	-	1to5kb:167520	ENST00000462269.1	6774	STAT3	hg38_genes_1to5kb
chr17	42300001	42325000	25000	*	chr17	42306170	42306303	134	+	5UTR:114877	ENST00000587646.1	6776	STAT5A	hg38_genes_5UTRs
chr17	42300001	42325000	25000	*	chr17	42300130	42300281	152	+	exon:990812	ENST00000345506.8	6776	STAT5A	hg38_genes_exons
chr17	42300001	42325000	25000	*	chr17	42300715	42300870	156	+	exon:990813	ENST00000345506.8	6776	STAT5A	hg38_genes_exons
chr17	42300001	42325000	25000	*	chr17	42301275	42301454	180	+	exon:990814	ENST00000345506.8	6776	STAT5A	hg38_genes_exons
chr17	42300001	42325000	25000	*	chr17	42304342	42304429	88	+	exon:990815	ENST00000345506.8	6776	STAT5A	hg38_genes_exons
chr17	42300001	42325000	25000	*	chr17	42304530	42304652	123	+	exon:990816	ENST00000345506.8	6776	STAT5A	hg38_genes_exons
chr17	42300001	42325000	25000	*	chr17	42305610	42305702	93	+	exon:990817	ENST00000345506.8	6776	STAT5A	hg38_genes_exons
chr17	42300001	42325000	25000	*	chr17	42306241	42306447	207	+	exon:990818	ENST00000345506.8	6776	STAT5A	hg38_genes_exons
chr17	42300001	42325000	25000	*	chr17	42307402	42307496	95	+	exon:990819	ENST00000345506.8	6776	STAT5A	hg38_genes_exons
chr17	42300001	42325000	25000	*	chr17	42307593	42307723	131	+	exon:990820	ENST00000345506.8	6776	STAT5A	hg38_genes_exons
chr17	42300001	42325000	25000	*	chr17	42308178	42308333	156	+	exon:990821	ENST00000345506.8	6776	STAT5A	hg38_genes_exons
